cas,chemical_name,canonical_smiles,log_kow,water_solubility_mg_l,mw_g_mol,test,aster,irac_moa,efsa_selection_criteria,kramer_moa,test_moa_reduced,aster_moa_reduced,kramer_moa_reduced,efsa_moa_reduced,irac_moa_reduced
10326213,"Chloric acid, magnesium salt (2:1)",[Mg++].[O-][Cl](=O)=O.[O-][Cl](=O)=O,-4.63,1000000,84.46,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
103242,Bis(2-ethylhexyl) nonanedioate,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,9.59,1.66E-5,412.66,Out of domain,Diester toxicity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
103231,Di(2-ethylhexyl) adipate,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,8.94,3.2000000000000002E-3,370.58,Narcosis,Diester toxicity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
103117,2-Ethylhexyl acrylate,CCCCC(CC)COC(=O)C=C,4.09,100,184.28,Narcosis,Acrylate toxicity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
1031078,Endosulfan sulfate,ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl,3.66,0.48,422.92,Reactivity,Neurotoxicant: Cyclodiene-type,NA,NA,unknown,Non-neurotoxic,Neurotoxicant: Cyclodiene-type,Non-neurotoxic,NA,NA
10310211,6-Chloro-2-aminopurine,NC1=NC(Cl)=C2NC=NC2=N1,-0.23,4800,169.57,Neurotoxicity,Nonpolar narcosis,NA,NA,NA,Neurotoxicity,Non-neurotoxic,NA,NA,NA
103059,2-Methyl-4-phenylbutan-2-ol,CC(C)(O)CCC1=CC=CC=C1,2.93,668,164.25,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
102976,"Benzenemethanamine, N-(1-methylethyl)-",CC(C)NCC1=CC=CC=C1,1.83,21300,149.24,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10293068,(1R-endo)-(+)-3-Bromocamphor,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)[C@H]2Br,3.31,44.3,231.13,Narcosis,Neurotoxicant: Cyclodiene-type,NA,NA,NA,Non-neurotoxic,Neurotoxicant: Cyclodiene-type,NA,NA,NA
102851069,tau-Fluvalinate,CC(C)[C@@H](NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,6.81,1.0300000000000001E-3,502.92,Narcosis,Neurotoxicant: Pyrethroid,sodium_channel_modulators,NA,Neuroactive,Non-neurotoxic,Neurotoxicant: Pyrethroid,Neuroactive,NA,sodium_channel_modulators
102829,Tributylamine,CCCCN(CCCC)CCCC,4.46,142,185.36,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
102818,2-(Dibutylamino)ethanol,CCCCN(CCO)CCCC,2.65,4000,173.3,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10281535,(S)-trans-Pinane,C[C@H]1CC[C@H]2C[C@@H]1C2(C)C,4.3499999999999996,4.7300000000000004,138.26,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
102761,Triacetin,CC(=O)OCC(COC(C)=O)OC(C)=O,0.25,58000,218.21,Narcosis,Diester toxicity,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
102716,Triethanolamine,OCCN(CCO)CCO,-1,1000000,149.19,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
102692,Tripropylamine,CCCN(CCC)CCC,2.79,748,143.27000000000001,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
102676471,Fadrozole,N#CC1=CC=C(C=C1)C1CCCC2=CN=CN12,3.2,33,223.28,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10265926,Methamidophos,COP(N)(=O)SC,-0.8,1000000,141.13,Narcosis,OP mediated AChE inhibition,organophosphates,in vivo data available,Neuromuscular system,Non-neurotoxic,OP mediated AChE inhibition,Non-neurotoxic,No categorization,organophosphates
1024573,Heptachlor epoxide,ClC1C2OC2C2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,4.9800000000000004,0.2,389.32,AChE inhibition,Neurotoxicant: Cyclodiene-type,NA,NA,unknown,AChE inhibition,Neurotoxicant: Cyclodiene-type,Non-neurotoxic,NA,NA
102272,N-Ethyl-3-methylaniline,CCNC1=CC(C)=CC=C1,2.66,467,135.21,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10222012,"2,2-Dibromo-3-nitrilopropionamide",NC(=O)C(Br)(Br)C#N,0.82,15000,241.87,Narcosis,Nitrile based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
102089,Thiocarbanilide,S=C(NC1=CC=CC=C1)NC1=CC=CC=C1,3.21,56,228.31,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
102067,"1,3-Diphenylguanidine",N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,2.89,1000,211.27,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
10202923,"2,4-Dinitro-m-toluidine",CC1=C(C(N)=CC=C1[N+]([O-])=O)[N+]([O-])=O,2.38,417,197.15,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
101908229,"ZM 189,154",CC1(CCC2=C(C=CC(O)=C2)C1CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C1=CC=C(O)C=C1,10.23,1.33E-6,588.72,Neurotoxicity,Nonpolar narcosis,NA,NA,NA,Neurotoxicity,Non-neurotoxic,NA,NA,NA
101848,Diphenyl oxide,O(C1=CC=CC=C1)C1=CC=CC=C1,4.21,18,170.21,Neurotoxicity,Nonpolar narcosis,NA,NA,NA,Neurotoxicity,Non-neurotoxic,NA,NA,NA
101837,Dicyclohexylamine,C1CCC(CC1)NC1CCCCC1,4.37,103,181.32,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
101836924,"2,4-Dinitro-1-naphthol sodium salt dihydrate (Martius Yellow)",O.O.[Na+].[O-]C1=C(C=C(C2=CC=CC=C12)[N+]([O-])=O)[N+]([O-])=O,2.9,4000,234.17,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
101826,"Pyridine, 2-(phenylmethyl)-",C(C1=CC=CC=C1)C1=CC=CC=N1,3.06,3020,169.23,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
101815,Diphenylmethane,C(C1=CC=CC=C1)C1=CC=CC=C1,4.1399999999999997,14.1,168.24,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
101779,"4,4'-Methylenedianiline",NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,1.59,1000,198.27,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
10161349,Trenbolone acetate,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C,3.65,7.92,312.41000000000003,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10161338,17beta-Trenbolone,[H][C@@]12CC[C@H](O)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],2.65,324,270.37,Out of domain,Nonpolar narcosis,NA,NA,Endocrine,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
1016053,"Dibenzothiophene 5,5-dioxide",O=S1(=O)C2=C(C=CC=C2)C2=C1C=CC=C2,2.61,16.600000000000001,216.26,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
101553,p-Bromodiphenyl ether,BrC1=CC=C(OC2=CC=CC=C2)C=C1,4.9400000000000004,1.45,249.11,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
101542,"N-Phenyl-1,4-benzenediamine",NC1=CC=C(NC2=CC=CC=C2)C=C1,1.82,1450,184.24,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
1014706,Simetryn,CCNC1=NC(SC)=NC(NCC)=N1,2.8,450,213.3,Narcosis,Nonpolar narcosis,NA,NA,Photosynthesis inhibition,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
1014693,Desmetryn,CNC1=NC(SC)=NC(NC(C)C)=N1,2.38,580,213.3,Narcosis,Nonpolar narcosis,NA,NA,Photosynthesis inhibition,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
101428,Fenuron,CN(C)C(=O)NC1=CC=CC=C1,0.98,4030,164.21,Narcosis,Nonpolar narcosis,NA,NA,Photosynthesis inhibition,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
1013236,Dibenzothiopene 5-oxide,O=S1C2=C(C=CC=C2)C2=C1C=CC=C2,4.38,1.47,200.26,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
101279,Barban,ClCC#CCOC(=O)NC1=CC=CC(Cl)=C1,3.41,11,258.11,Narcosis,Nonpolar narcosis,NA,NA,Mitosis/Cell cycle,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
10124659,Potassium dodecanoate,[K+].CCCCCCCCCCCC([O-])=O,4.5999999999999996,4.8099999999999996,200.32,Reactivity,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10124375,Calcium nitrate,[Ca++].[O-][N+]([O-])=O.[O-][N+]([O-])=O,0.21,1000000,62,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
101213,Chlorpropham,CC(C)OC(=O)NC1=CC=CC(Cl)=C1,3.51,89,213.67,Out of domain,Nonpolar narcosis,NA,NA,Mitosis/Cell cycle,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
101205021,Cycloxydim,CCCC(=NOCC)C1=C(O)CC(CC1=O)C1CCCSC1,3.88,40,325.47000000000003,Narcosis,Nonpolar narcosis,NA,NA,Lipid metabolism,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
101202,Triclocarban,ClC1=CC=C(NC(=O)NC2=CC=C(Cl)C(Cl)=C2)C=C1,4.9000000000000004,0.64800000000000002,315.58999999999997,Narcosis,Nonpolar narcosis,NA,NA,Lipid metabolism,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
101200480,Tribenuron-methyl,COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)N(C)C1=NC(OC)=NC(C)=N1,2.5499999999999998,50,395.39,Out of domain,Ester narcosis,NA,NA,Protein biosynthesis inhibition,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
10114586,"C.I. Basic Brown 1, dihydrochloride",Cl.Cl.NC1=CC=C(N=NC2=CC(=CC=C2)N=NC2=CC=C(N)C=C2N)C(N)=C1,2.2599999999999998,28.2,346.4,Out of domain,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
101144,"4,4'-Methylenebis(2-chloroaniline)",NC1=C(Cl)C=C(CC2=CC(Cl)=C(N)C=C2)C=C1,3.91,13.9,267.16000000000003,Narcosis,Nonpolar narcosis,NA,NA,Cancerogen,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
101053,Anilazine,ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1,3.88,8,275.52999999999997,Out of domain,Nonpolar narcosis,NA,NA,Multi-site activity,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
10102440,Nitrogen dioxide,[O]N=O,0.06,120000,47.01,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
101020,Triphenyl phosphite,O(P(OC1=CC=CC=C1)OC1=CC=CC=C1)C1=CC=CC=C1,6.62,2.35E-2,310.29000000000002,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10099588,Lanthanum chloride,Cl[La](Cl)Cl,1.1599999999999999,2570,245.26,Out of domain,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100986854,Levofloxacin,C[C@H]1COC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O,-0.39,28300,361.38,Narcosis,Neurotoxicant: Cyclodiene-type,NA,NA,Antibiotic,Non-neurotoxic,Neurotoxicant: Cyclodiene-type,Non-neurotoxic,NA,NA
100970,Methenamine,C1N2CN3CN1CN(C2)C3,-4.1500000000000004,449000,140.19,Narcosis,Nonpolar narcosis,NA,NA,Nucleic acid damage,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
1008895,"Pyridine, 2-phenyl-",C1=CC=C(C=C1)C1=CC=CC=N1,2.63,408,155.19999999999999,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
1008884,3-Phenylpyridine,C1=CC=C(C=C1)C1=CC=CN=C1,2.57,461,155.19999999999999,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
1008806,"2,3-Dimethyldecahydronaphthalene",CC1CC2CCCCC2CC1C,5.03,0.93799999999999994,166.31,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100834,"Benzaldehyde, 3-hydroxy-",OC1=CC=CC(C=O)=C1,1.29,7190,122.12,Narcosis,Carbonyl reactivity (aldehyde eq. #1),NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100798,Solketal,CC1(C)OCC(CO)O1,1.07,35500,132.16,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100784201,Halosulfuron-methyl,COC(=O)C1=C(N(C)N=C1Cl)S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1,-0.02,15,434.81,Narcosis,Ester narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100743,N-Ethylmorpholine,CCN1CCOCC1,0.14000000000000001,1000000,115.18,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
1007289,Deisopropylatrazine,CCNC1=NC(N)=NC(Cl)=N1,1.1499999999999999,670,173.61,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
100710,2-Ethylpyridine,CCC1=NC=CC=C1,1.69,340000,107.16,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100709,2-Pyridinecarbonitrile,N#CC1=NC=CC=C1,0.45,25500,104.11,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100696,2-Vinylpyridine,C=CC1=CC=CC=N1,1.54,27500,105.14,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100685,"Benzene, (methylthio)-",CSC1=CC=CC=C1,2.74,506,124.2,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100663,Anisole,COC1=CC=CC=C1,2.11,1040,108.14,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100646513,Quizalofop-P-ethyl,CCOC(=O)[C@@H](C)OC1=CC=C(OC2=CN=C3C=C(Cl)C=CC3=N2)C=C1,4.28,0.4,372.81,Narcosis,Ester narcosis,NA,NA,Lipid metabolism,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
100641,Cyclohexanone oxime,ON=C1CCCCC1,0.84,18000,113.16,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100630,Phenylhydrazine,NNC1=CC=CC=C1,1.25,127000,108.14,Narcosis,Hydrazine based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100618,N-Methylaniline,CNC1=CC=CC=C1,1.66,5620,107.16,Narcosis,Nonpolar narcosis,NA,NA,Neuroactive,Non-neurotoxic,Non-neurotoxic,Neuroactive,NA,NA
100550,Nicotinyl alcohol,OCC1=CC=CN=C1,-0.02,1000000,109.13,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100549,3-Pyridinecarbonitrile,N#CC1=CN=CC=C1,0.36,135000,104.11,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100527,Benzaldehyde,O=CC1=CC=CC=C1,1.48,6950,106.13,Narcosis,Carbonyl reactivity (aldehyde eq. #1),NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100516,Benzyl alcohol,OCC1=CC=CC=C1,1.1000000000000001,42900,108.14,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10051442,"Hexanoic acid, sodium salt",[Na+].CCCCCC([O-])=O,1.92,10300,116.16,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10049044,Chlorine dioxide,[O][Cl]=O,-4.63,1000000,68.459999999999994,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100481,4-Pyridinecarbonitrile,N#CC1=CC=NC=C1,0.46,40000,104.11,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100473083,"Phosphoric acid, triphenyl ester, mixt. contg.",O=P(Oc2ccc(cc2C(C)(C)C)C(C)(C)C)(Oc3ccccc3)Oc4ccccc4,8.52,9.3300000000000005E-5,438.51,AChE inhibition,Nonpolar narcosis,NA,NA,NA,AChE inhibition,Non-neurotoxic,NA,NA,NA
100470,Benzonitrile,N#CC1=CC=CC=C1,1.56,2000,103.12,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100469,Benzylamine,NCC1=CC=CC=C1,1.0900000000000001,1000000,107.16,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100447,Benzyl chloride,ClCC1=CC=CC=C1,2.2999999999999998,20,126.59,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100436,4-Vinylpyridine,C=CC1=CC=NC=C1,1.71,29100,105.14,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10043353,Boric acid,OB(O)O,0.18,50000,61.83,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10042918,Sodium pyrophosphate,[Na+].[Na+].[Na+].[Na+].[Na+].OP(=O)(O)OP(=O)(O)[O-].[O-]P(=O)([O-])OP(=O)([O-])[O-],-1.74,1000000,177.98,Out of domain,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10042849,Nitrilotriacetic acid sodium salt,[Na+].OC(=O)CN(CC(O)=O)CC([O-])=O,-3.81,59300,191.14,Out of domain,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10042769,Strontium nitrate,[Sr++].[O-][N+]([O-])=O.[O-][N+]([O-])=O,0.21,1000000,62,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100425,Styrene,C=CC1=CC=CC=C1,2.95,300,104.15,Out of domain,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
100414,Ethylbenzene,CCC1=CC=CC=C1,3.15,169,106.17,Narcosis,Nonpolar narcosis,NA,NA,ATP inhibition,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
100403,4-Vinylcyclohexene,C=CC1CCC=CC1,3.93,50,108.18,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10039540,Hydroxylamine sulfate (2:1),[NH3+]O.[NH3+]O.[O-]S([O-])(=O)=O,-2.66,1000000,34.04,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100378,"N,N-Diethylethanolamine",CCN(CC)CCO,0.05,1000000,117.19,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10031820,p-Ethoxybenzaldehyde,CCOC1=CC=C(C=O)C=C1,2.2799999999999998,852,150.18,Narcosis,Carbonyl reactivity (aldehyde eq. #1),NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100298,1-Ethoxy-4-nitrobenzene,CCOC1=CC=C(C=C1)[N+]([O-])=O,2.5299999999999998,179,167.17,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10028703,Disodium terephthalate,[Na+].[Na+].[O-]C(=O)C1=CC=C(C=C1)C([O-])=O,2,17,166.13,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10028156,Ozone,[O-][O+]=O,NA,NA,48,Out of domain,Sulfhydryl based reactivity,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
1002626,Sodium decanoate,[Na+].CCCCCCCCCC([O-])=O,4.09,61.8,172.27,Out of domain,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10025919,Antimony trichloride,Cl[Sb](Cl)Cl,1.66,1190,228.12,Out of domain,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100254,"1,4-Dinitrobenzene",[O-][N+](=O)C1=CC=C(C=C1)[N+]([O-])=O,1.46,69,168.11,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100210,Terephthalic acid,OC(=O)C1=CC=C(C=C1)C(O)=O,2,17,166.13,Out of domain,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100174,p-Nitroanisole,COC1=CC=C(C=C1)[N+]([O-])=O,2.0299999999999998,590,153.13999999999999,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100141,4-Nitrobenzyl chloride,[O-][N+](=O)C1=CC=C(CCl)C=C1,2.61,145,171.58,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100107,4-Dimethylaminobenzaldehyde,CN(C)C1=CC=C(C=O)C=C1,1.81,2180,149.19,Narcosis,Carbonyl reactivity (aldehyde eq. #1),NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100094,"Benzoic acid, 4-methoxy-",COC1=CC=C(C=C1)C(O)=O,1.96,530,152.15,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10007859,Dicamba-potassium,[K+].COC1=C(C([O-])=O)C(Cl)=CC=C1Cl,2.21,8310,221.04,Narcosis,Out of domain,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
10004441,Hymexazol,CC1=CC(=O)NO1,0.46,47600,99.09,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100027,4-Nitrophenol,OC1=CC=C(C=C1)[N+]([O-])=O,1.91,15600,139.11000000000001,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
100016,4-Nitroaniline,NC1=CC=C(C=C1)[N+]([O-])=O,1.39,728,138.13,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
100005,1-Chloro-4-nitrobenzene,[O-][N+](=O)C1=CC=C(Cl)C=C1,2.39,225,157.56,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
1222055,"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-",CC1C(C)(C)C2=CC3=C(C=C2C1(C)C)C(C)COC3,5.9,1.75,258.40499999999997,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
14309412,"Benzoic acid, 4-amino-, octyl ester",CCCCCCCCOC(=O)C1=CC=C(N)C=C1,5.0199999999999996,0.99299999999999999,249.35400000000001,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
77907,Acetyl tributyl citrate,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,4.92,5,402.48399999999998,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
92773,3-Hydroxy-2-naphthanilide,OC1=CC2=CC=CC=C2C=C1C(=O)NC1=CC=CC=C1,4.62,8.593,263.29599999999999,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
91407,N-Phenylanthranilic acid,OC(=O)C1=C(NC2=CC=CC=C2)C=CC=C1,4.3600000000000003,7.0640000000000001,213.23599999999999,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
551064,alpha-Naphylisothiocyanate,S=C=NC1=CC=CC2=CC=CC=C12,4.34,4.63,185.24,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
678397,8:2 Fluorotelomer alcohol,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.58,0.13700000000000001,464.12200000000001,Narcosis,Nonpolar narcosis,NA,NA,unknown,Non-neurotoxic,Non-neurotoxic,Non-neurotoxic,NA,NA
647427,6:2 Fluorotelomer alcohol,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.54,18.600000000000001,364.10599999999999,Narcosis,Nonpolar narcosis,NA,NA,NA,Non-neurotoxic,Non-neurotoxic,NA,NA,NA
